text,language
Tapi mereka tidak meninggalkannya sampai pukulan keras yang tak tertahankan memaksanya untuk meninggalkan mereka.,Indonesian
"Maka Zakharia, anaknya, menjadi raja menggantikan dia.",Indonesian
Dalam mengiringi tari maku-maku dilantunkan kapata.,Indonesian
"Memiliki ukuran tubuh lebih besar dan panjangnya satu setengah panjangnya tubuh lebah pekerja, berwarna lebih gelap (hitam kecoklatan).",Indonesian
Bagaimana struktur berskala besar ini terbentuk adalah misteri terbesar dalam kosmologi.,Indonesian
Setiap grup akan memainkan basis Home Tournament dan akan dimainkan mulai 16 Desember 2018 - 22 Desember 2018.,Indonesian
Ia ikut mendirikan dan menjadi Duta Besar Global untuk organisasi nirlaba HIV / AIDS Keep a Child Alive.,Indonesian
Sementara Jacky merasa biasa-biasa saja.,Indonesian
"Sebelum bekerja di KompasTV, Riko bekerja bersama Juru Bicara Presiden Julian Aldrin Pasha di era presiden Susilo Bambang Yudhoyono.",Indonesian
Unjuk rasa itu digelar karena FPI menilai yayasan sekolah telah melakukan pemurtadan agama terhadap warga Bekasi sejak tahun 2008 silam.,Indonesian
Spesies rentan bagi virus Jembrana hanyalah sapi bali (,Indonesian
"Dibantu oleh Nyimas, cinta pertamanya, Pak Damar, seorang guru muda berbakat yang melihat potensi yang tak terbatas dari Dapunta, dan juga Husni sahabatnya, Dapunta pun mulai mengejar mimpinya.",Indonesian
"Dari 23 April 1998 hingga 8 Desember 1998, ia menjabat sebagai Asisten Menteri Negara Pendayagunaan BUMN/Deputi Kepala Badan Pengelola BUMN bidang Privatisasi & Restrukturisasi.",Indonesian
"Pada bulan Oktober 2012, bersama dengan rilis sistem operasi Windows 8, Microsoft merilis versi baru dari Solitaire yang disebut Microsoft Solitaire Collection.",Indonesian
Apa yang akan terjadi?,Indonesian
"Sekitar tahun 1931, promotor hiburan Yoshimoto Kogyo mulai menyingkat sebutan syabekuri manzai menjadi seperti dikenal sekarang.",Indonesian
"Dunia pun gempar, tak pernah menyangka �patriot Jerman� itu adalah spion ulung Soviet.",Indonesian
Film bisu ini disutradarai oleh Leif Sinding.,Indonesian
Salah satunya adalah dengan mencoba menghubungi pihak polisi.,Indonesian
Divestasi ini akan berlangsung mulai 30 April 2010 setelah dijadwalkan ulang dari sebelumnya 12 April 2010.,Indonesian
"Pada pembukaan akhir pekan, film ini mendapatkan $3.016.149, menempati posisi kesembilan di box office.",Indonesian
"Sel dendritik juga dibagi menurut profil fenotipe imunologis, misalnya plasmacytoid dendritic cell (pDC) yang mempunyai ekspresi CD123+.",Indonesian
"Sementara itu, Halla dan Vihalla kumaras memanfaatkan peluang dan melarikan diri ke kakek maternal mereka Chetaka yang adalah raja dari kerajaan besar republik Vaishali (Vajjis/Lichchavis).",Indonesian
Jajak pendapat yang dilakukan pada bulan Januari 2005 menunjukkan bahwa ia mendapatkan lebih dari 65% dukungan pemilih.,Indonesian
"Tahun 100-an Masehi, Romawi pernah menguasai wilayah ini.",Indonesian
The Ecology of Java and Bali.,Indonesian
Ini adalah salah satu pagoda tertua di Vietnam.,Indonesian
"Kedua adalah penggemar besar dari Waddles, mengambil foto-foto dirinya di telepon Candy dalam episode ""Summerween.""",Indonesian
Ia lantas menjadi pahlawan bersama Spike saat mengambil Cybertronium di Cybertron.,Indonesian
Ada yang beranggapan bahwa Camptosaurus persis seperti Iguanodon dikarenakan memiliki ibu jari yang besar.,Indonesian
Konidia dapat bertahan bertahun-tahun sebelum tumbuh kembali.,Indonesian
"Katekolamin noradrenalin berperan sebagai neuromodulator dalam sistem saraf tepi, dan juga terdapat di dalam darah (sebagian besar karena terlimpah dari sinapsis oleh sistem simpatis).",Indonesian
Kekericuhan ini dimanfaatkan oleh Krisbiantoro pacar Ernie hinga bisa menguasai rombongan itu.,Indonesian
"Pada tahun 2006 SMK Negeri 2 Banjarbaru mempunyai 4 jurusan yaitu Teknik Mesin Otomotif, Teknik Instalasi Listrik, Teknik Konstruksi Bangunan, dan Teknik Gambar Bangunan.",Indonesian
"Karena besar pengaruh kelompok ini pada kelompok lain dan kurangnya kontrol, batas-batas kelompok ini tetap kabur.",Indonesian
Routh telah masuk dan keluar dari rumah sakit jiwa selama setidaknya dua tahun dan telah didiagnosis dengan skizofrenia.,Indonesian
Program Vostok meluncurkan beberapa misi prekursor pada Mei 1960 hingga Maret 1961 dengan berbagai tingkat keberhasilan.,Indonesian
"Jika Dilan sudah tertarik dengan sesuatu, ia berusaha keras untuk memikat perhatiannya, seperti yang ia lakukan kepada Milea.",Indonesian
"Setelah diasingkan oleh pemerintahan Stalin, Trotsky menyatakan bahwa Stalinisme adalah sebuah penghinaan terhadap Leninisme, karena baginya Stalinisme didominasi oleh birokratisme dan kediktatoran pribadi Stalin.",Indonesian
Pembaharuan perjanjian ini tidak diketahui dengan pasti waktu diadakannya dan dalam rangka apa sehingga dilakukan pembaharuan.,Indonesian
"Kereta pembangkit pun dilepas dan dipadamkan di Stasiun Cikampek, sementara kereta api Argo Bromo Anggrek terpaksa dilanjutkan perjalanannya tanpa kereta pembangkit hingga Stasiun Cirebon.",Indonesian
"Di sisi Eros, kini ia dan Hendro tengah bermaksud menggali makam Ronggoweni untuk visum, disana ia bertemu Ranti dan terpaksalah Ranti bercerita.",Indonesian
Pelabuhan ini merupakan salah satu pelabuhan penghubung jalur perdagangan laut antara Tiongkok dan india.,Indonesian
Pihak kepolisian langsung mengadakan investigasi terhadap insiden ini.,Indonesian
"Maka dalam konstitusi dikatakan bahwa karya kerasulan utama para murid Tuhan adalah mendirikan sekolah, mengelola sekolah, asrama-asrama, serta pusat-pusat kegiatan.",Indonesian
"Liebknecht dan Luxemburg ditangkap oleh pasukan Freikorps pada 15 Januari 1919 dan dibawa ke Hotel Eden di Berlin, di mana mereka disiksa dan diinterogasi selama beberapa jam.",Indonesian
"Ia juga mengatakan pendapatan daerah sebesar itu termasuk besar, bahkan jika dibandingkan dengan kota otonom.",Indonesian
Tapi juga membuat masalah bagi puluhan ribu orang yang diharuskan pindah dari tempat tinggal mereka dikarenakan mereka tidak mampu membayar sewa bangunan yang baru.,Indonesian
"Menurut kronologi yang dirilis oleh situs berita Detik, ia bertemu dengan Luthfi Hasan pada pukul 12:30, di Gedung Nusantara 3, Kompleks gedung DPR.",Indonesian
Kuil ini mulai dibangun pada tahun 720 Masehi dengan area Komajima sebagai lokasi pembangunannya.,Indonesian
"Kebanyakan penduduk adalah pedagang, pengrajin anyaman rotan, dan berkebun.",Indonesian
"Lokasi berbagai tanaman dan hewan akan tetap dipahami, dan, jika kita telah memiliki pengetahuan yang cukup, dalam banyak kasus bahkan spesies mereka bisa ditentukan oleh pemeriksaan parasit nematoda dahulu mereka.""",Indonesian
"Dari sejumlah 2.228 rumah tangga, 38,8% di antaranya memiliki anak di bawah usia 18 yang masih tinggal bersama, 57,1% merupakan pasangan suami istri, 9,5% kepala keluarga adalah wanita tidak bersuami, dan 30,7% tidak memiliki hubungan keluarga.",Indonesian
Kecamatan ini mendadak terkenal pada 2009 setelah kasus dukun cilik kontroversial Muhammad Ponari yang berada di Desa Balongsari Kecamatan Megaluh.,Indonesian
"Pada hari ia dimakamkan, Radio Mara memutar lagu ini berulang-ulang.",Indonesian
"Antara abad ke-12 dan 18, sebuah biara Benediktin dibangun di Gif.",Indonesian
Lastri marah mengetahui pernikahan dan kepergian Kasih.,Indonesian
"Dilihat dari usianya memang masih sangat muda, namun karena panggilan nurani dan masyarakatnya, ia harus menyandang tugas sebagai Bapak Guru.",Indonesian
"Diharapkan bisa memulihkan citra dan nama baik dari orang Katolik sekalian mengalihkan kepercayaan animisme mereka, menjadi lebih percaya kepada Tuhan.",Indonesian
"Pada akhirnya, menurut aliran ini prinsip terang akan dapat mengalahkan prinsip gelap.",Indonesian
Petani tidak dapat memprediksi perkiraan musim tanam akibat musim yang juga tidak menentu.,Indonesian
Bintang ini merupakan bintang paling pada kluster bintang IC 2602.,Indonesian
"Rumah induk terbagi menjadi 4 bagian yaitu selasar, ruang induk, ruang penghubung dapur, dan dapur.",Indonesian
"Lagu-lagu dangdut dapat menerima berbagai unsur musik lain secara mudah, meskipun demikian bangunan sebagian besar lagu dangdut sangat konservatif.",Indonesian
Bahkan disepanjang jalan Ngemplak-Bulumanis berjajar toko-toko yang menawarkan aneka produk.,Indonesian
"Senin, 6 April 2009: Pesawat jenis Fokker-27 milik TNI AU jatuh dan menabrak hanggar ACS (aircraft services) milik PT Dirgantara Indonesia, Senin (6/4).",Indonesian
"Oleh karena itu, untuk kajian metabolomik yang berpotensi untuk dilakukan pada komoditas tebu adalah kajian metabolomik yang dapat meningkatan nilai rendemen tanaman tebu di Indonesia.",Indonesian
"Tak lama kemudian, nasib yang sama menimpa Liu dan Cao, dan sejak saat itu, seluruh pemerintahan berada di ambang kecemasan, tidak mengetahui siapa yang selanjutnya akan dibunuh oleh kaisar.",Indonesian
"Esther merupakan seorang wanita yang mempunyai dengan segudang prestasi - perguruan tinggi, kesempatan magang dan juga nilai sempurna.",Indonesian
Gajah Mada berhasil menyelamatkan ibunya dan warga lainya.,Indonesian
Syair kunonya diterjemahkan dan dipasangkan dengan melodi abad pertengahan Divinum mysterium.,Indonesian
Kota Vernante memiliki luas sebesar 62.0 km�.,Indonesian
Marae juga biasanya berfungsi sebagai tempat berkumpulnya hap?.,Indonesian
Ia berpendapat bahwa kebanyakan guru-guru moral yang menonjol dan pendukung kebenaran politik sebetulnya adalah Luciferians.,Indonesian
"Meski masa lalu yang buruk, hubungan dengan Indonesia masih sangat baik.",Indonesian
Dia tidak bercita-cita jadi pedagang seperti orang tuanya atau kebanyakan anak-anak sebayanya ketika itu.,Indonesian
Ikan bawal hidup berkoloni dan termasuk jenis ikan predator.,Indonesian
Pembukaan daerah ini dimulai pada masa penjajahan Belanda di Indonesia selama 350 tahun.,Indonesian
"Tijdschrift voor Indische Taal-, Land- en Volkenkunde, 80. Haluan dan buritan memiliki bentuk yang serupa, biasanya berbelok dalam sudut tajam karena papannya dipotong, bukan dibengkokkan, menjadi berbentuk.",Indonesian
Paruh pembukaan Mika tahun 2011 hanya melihat satu poin mencetak gol dalam 9 balapan pertama.,Indonesian
Diskriminasi usia memiliki pengaruh yang signifikan pada lansia.,Indonesian
"Sangat sedikit yang diketahui mengenai kehidupan Ezzo kemudian, namun dilaporkan bahwa ia meninggal di usia tuanya di Saalfeld pada tanggal 21 Maret 1034, dan dimakamkan di Brauweiler.",Indonesian
"Gen ini merupakan resep untuk satu protein yang disebut reseptor dopamin, dan gen ini teraktifkan dalam sel-sel bagian-bagian tertentu otak tetapi tidak pada yang lain.",Indonesian
"Untungnya dalam bahasa Indonesia, hal ini tidak terlalu membingungkan.",Indonesian
Hiu greenland jantan relatif lebih kecil daripada hiu greenland betina.,Indonesian
Susunan dan kedudukan pemerintah federal dijelaskan di dalam konstitusi.,Indonesian
Dari nama Peduwungan ini akhirnya menjadi Desa Pedungan.,Indonesian
"Figur Paul Bunyan di Minnesota, Amerika Serikat.",Indonesian
"Adapun tenaga medis yang terdapat di kecamatan ini terdiri dari 3 orang dokter, perawat 10 orang, 27orang bidan.",Indonesian
"Ketika keterlibatan antara Putra Mahkota Haakon dan H�iby diumumkan, banyak Norwegia merasa bahwa pilihan Putra Mahkota menjadikannya istri itu tidak pantas.",Indonesian
"Sementara nominal transaksi LTKM tertinggi menyentuh angka Rp40 miliar, dengan mayoritas terkait tindak pidana narkotika, penipuan, dan korupsi.",Indonesian
Ia awalnya menjabat sebagai Koamndan Tentara Grup ke-12 dan Direktur Kombat Staf Jenderal TPR the.,Indonesian
"Keterampilan yang diajarkan pada kompetensi keahlian ini adalah pengembangan perangkat lunak, perancangan dan administrasi basis data, integrasi sistem, serta penggunaan teknologi yang saat ini sedang digunakan di industri pengembangan perangkat lunak.",Indonesian
"Tetapi, pada prosesnya lagu ""Ikuti"" yang begitu kuat kadar rock and rollnya, Dibelah juga Oleh Ecky.",Indonesian
"Kemudian Star Saber diselamatkan oleh Dai Atlas, yang kemudian bersama-sama melawan Decepticons.",Indonesian
Video musik lagu tersebut dirilis pada 27 Juli.,Indonesian
Desa ini merupakan satu dari 7 desa dan kelurahan yang berada di kecamatan Mataru.,Indonesian
"Pada December 2003, gunung es berbentuk pisau kecil, B-15K (sekitar 300 km 2 ), terlepas dari B-15A dan mulai mengambang ke utara.",Indonesian
"Setelah mengungkap bukti-bukti bahwa mereka berkolusi untuk menekan konverter katalis (yang mengatur pembuangan emisi), Amelia membuat film How Do You Like My Car, Big Boy?",Indonesian
Kehidupan Robby Sugara penuh liku dan perjuangan.,Indonesian
"Ketika Kogyo diadopsi oleh Yoshitoshi, K?gyo mendapatkan nama Tsukioka, sama seperti ayah angkatnya.",Indonesian
Tahun 1976 mendapat bantuan subsidi pemerintah untuk merehab jembatan Lebak Cinerus sebelah timur desa arah menuju desa Cikakak.,Indonesian
Tidak semua orang setuju bahwa alam semesta memiliki suatu awal.,Indonesian
Kebudayaan dan peradaban manusia tidak akan bisa maju seperti sekarang ini tanpa adanya sarana komunikasi.,Indonesian
Saat ini semakin hari masyarakat yang menguasai dan menggunakan Bahasa Belanda tersebut semakin berkurang seiring dengan berkurangnya masyarakat berusia lanjut.,Indonesian
"Direktur Eksekutif EUIPO, Ant�nio Campinos, telah terpilih menjadi Presiden dari Kantor Paten Eropa (European Patent Office - EPO) untuk lima tahun per tanggal 1 July 2018.",Indonesian
Saat itu Jake menunjukkan kemampuan memegang senjata yang tidak mungkin dimiliki oleh seorang yang berprofesi sebagai asisten guru.,Indonesian
Hanya terdapat sekitar 500 Batak yang masih ada.,Indonesian
Siapa wanita tersebut?,Indonesian
Tiang-tiang dan kerangka hanok dibuat dari kayu.,Indonesian
E2 pada hampir seluruh sel tubuh.,Indonesian
Saudarinya ikut tewas bersama dengan dirinya.,Indonesian
Ternyata lagu-lagu baru mereka membuat beberapa perusahaan rekaman indie mulai melirik GoodBoyBadminton.,Indonesian
Christina Aguilera sebenarnya tidak menginginkan Hurt menjadi single kedua dari album Back to Basics.,Indonesian
"Ayahnya, Seman Tirtohardjono, seorang pedagang beras.",Indonesian
Stasiun Gosford adalah stasiun sentral di jalur yang terhubung dengan banyak jasa bus dan taksi.,Indonesian
"Tahun demi tahun berlalu, dan Sancaka (",Indonesian
Sistem registrasi biasanya memberlakukan keunikan bahan kimia yang ditunjukkan dalam basis data melalui penggunaan representasi unik.,Indonesian
Senjata tersebut akan menghancurkan kaum Yadawa.,Indonesian
"Dia akan menembak dirinya sendiri dan ingin dikremasi ""tanpa jejak"".",Indonesian
"In: etcetera, St. P�lten 2009, p 76. Hanya bab dengan nomor ganjil saja yang menceritakan kisah percintaan.",Indonesian
"Ayahnya Luis Claudio Almeida adalah seorang sutradara kreatif perusahaan periklanan dan ibunya, Marcia Regina Meirelles adalah seorang pengusaha.",Indonesian
Polandia lahir kembali sebagai sebuah negara merdeka setelah lebih dari satu abad.,Indonesian
HSE memiliki tujuan untuk memperbaiki pelatihan komunitas bisnis Rusia dalam bidang ekonomi.,Indonesian
Cendawan ini bersifat coenocytic (selnya berinti banyak) dan dapat membentuk struktur dorman bersifat sementara yang disebut zigospora.,Indonesian
"Saat sapi telah disembelih, maka rumput yang terdapat pada lambung sapi tersebut dikeluarkan kemudian diolah.",Indonesian
"Setelah operasi mata berhasil, Kim kembali berlatih, tetapi Kim sadar bahwa Ia merasa bersalah karena menolak cintanya Raisha.",Indonesian
"Kejadian ini disebutkan Ibn Hisham, Biografi Muhammad, serta sumber-sumber sejarah lainnya.",Indonesian
"Saat densitas larutan benar dikalibrasi, hematit akan tenggelam dan fragmen mineral silikat akan mengapung dan dapat dihapus.",Indonesian
"Pada mulanya, tarian tradisional ini diiringi musik yang berjudul Pulau Sari.",Indonesian
Kota ini memiliki populasi 600.000 penduduk dengan luas 15km�.,Indonesian
"Dalam persiapan untuk konferensi, topik yang dipilih untuk masing-masing komite, dan biasanya, penelitian dan latar belakang panduan (disebut Panduan Belajar) yang dibuat tersedia oleh penyelenggara konferensi untuk masing-masing komite.",Indonesian
"Jika korban menjawab kertas merah, maka lehernya akan digorok sehingga pakaiannya menjadi merah karena bersimbah darah.",Indonesian
"Di taman ini di beri beberapa ornamen supaya tugu muda dapat dijadikann sebagai taman kota, antara lain ada air mancur, lampu-lampu warna putih dan kuning yang akan menambah kesan anggun di malam hari.",Indonesian
"Ditengah krisis migran Eropa tahun 2015, klub, staf, pemain, dan fans RB Leipzig memberi bantuan untuk pengungsi.",Indonesian
"Teknologi tampilan lainnya, seperti XUL, juga dapat digunakan.",Indonesian
"Pada umumnya tanaman pinang mulai berbunga pada umur 4-5 tahun dan mulai panen pada umur 6-7 tahun Miftahorrachman, Matana, R. Y., Salim.",Indonesian
Hal ini menjadi sasaran kritik banyak pihak yang menilai Quayle belum punya pengalaman cukup untuk menjadi presiden apabila terjadi sesuatu pada Bush.,Indonesian
"Pakhi terisak di kamarnya dan menyadari bahwa Virat perlahan berubah, keesokan harinya, Pakhi meninggalkan rumah.",Indonesian
"Upacara peluncuran diadakan pada 13 November 2015 di Haslam Restaurant, Kuala Lumpur.",Indonesian
"Pada dasarnya teknik pada Tari Manduda di Simalungun Atas dan Simalungun Bawah adalah sama yaitu ondok, herbang, manerser dan eot yang merupakan empat teknik yang di ajarkan oleh Taralamsyah Saragih.",Indonesian
"Hobi Benson yang lain adalah menjadi pengamat film, menulis, dan mendesain game komputer.",Indonesian
Pringgodigdo menikah dengan Nawang Hindrati Joyo Adiningrat.,Indonesian
"Menurut R.A. Hart sistem hukum harus berlandaskan pada norma pengenal terakhir (the ultimate rule of recognition), dimana norma ini menjadi dasar berlakunya norma lainnya.",Indonesian
"Pada tahun 2015, Gilbane Building Company menunjuk Michael McKelvy sebagai presiden dan direktur operasinya.",Indonesian
"Pada 1930 an, diskriminasi perkauman menjadi semakin teruk akibat kebangkitan semangat nasionalisme di kalangan bangsa Afrikaner.",Indonesian
"Di Amerika Serikat, film tersebut meraih keuntungan sekitar $40 juta dan sekitar $20 juta di rental-rental.",Indonesian
"Menurut pengakuan mantan Raja James II, pada tahun 1696, Anne pernah mengirim surat meminta restu untuk menjadi calon pengganti Raja William, dan berjanji akan mengembalikan hak waris takhta kepada keturunan James bila tiba saat yang tepat.",Indonesian
Beberapa bersimbiosis dengan alga fotosintetik atau menyerap nutrisi yang larut di air.,Indonesian
Ia mengakhiri karirnya dengan 20 kemenangan fitur balap mobil midget.,Indonesian
Dengan Desa Sepantai Renah yang ditandai dengan Sungai Lirik.,Indonesian
"Karena negara lemah dengan keterbatasan ini, upaya pemersatu India di bawah satu aturan tidak berlangsung lama.",Indonesian
Ukiran ini disebut dengan melur atau bunga Cina atau bunga manggis.,Indonesian
"Hans melamar Anna, tetapi Elsa menolak.",Indonesian
Denpasar: Dinas Pendidikan dan Kebudayaan Propinsi Daerah Tingkat I Bali.,Indonesian
"Tidak heran berita ini tersebar, beberapa sifatnya mirip seperti Dajjal sebagaimana rasulullah kabarkan.",Indonesian
"Maret 1984, Gandhi keluar dari ruang kerja Jaksa Agung Ismail Saleh dengan wajah ceria.",Indonesian
"Bradford Meade bintik-bintik dan telah dia dipekerjakan sebagai asisten eksekutif kepada putranya Daniel Meade, yang baru-instal Editor-in-chief di majalah MODE.",Indonesian
"Gerakan diawali dengan memberi hormat kepada orang tua, ketua adat dan keluarga yang hadir, kemudian melangkahkan kaki kanan ke depan diikuti dengan ayunan tangan yang memegang selendang ke samping kanan.",Indonesian
"Pada 2020, ia bersama rekan-rekannya menerbitkan buku berjudul Knock Out.",Indonesian
"Koleksinya mungkin sudah tidak terhitung lagi, karena ini sudah menjadi hobi Dik sejak lama, uang pun sudah tidak dipikirkan lagi demi mendapatkan barang kesukaannya.",Indonesian
"Dia juga merambah seni peran dengan bermain di sinetron Dua Pelangi, Mambo dan UGD.",Indonesian
"Sedangkan filofosi keihlasan, mendidik dan mengajarkan para santri untuk senantiasa berpikir positif (husnudzan) dan melaksanakan setiap tugas dan kewajiban yang menjadi tanggung jawabnya�di mana dan kapan pun�semata-mata hanya demi mencapai ridla Allah.",Indonesian
"Berikut adalah ke lima faksi atau negara yang dapat mainkan di awal permainan: The Kingdoms of England, France, Spain, Holy Roman Empire dan Republic of Venice.",Indonesian
"Sesuai dengan perkembangan situasi dan tantangan tugas TNI AD dimana perlu adanya suatu satuan yang memiliki kemampuan dibidang pioner di wilayah Teritorial Kalimantan, maka Pimpinan Angkatan Darat pada saat itu memandang perlu adanya Satuan Genie Pioner.",Indonesian
Faksi pendukung keluarga Cai (anggotanya termasuk Cai Mao dan Zhang Yun) memiliki pengaruh yang sangat kuat di dalam pemerintahan Liu Biao dan mereka mendesak kepada Liu Biao agar Liu Cong dijadikan penerus.,Indonesian
"Video ini mendapat penghargaan sebagai Video Rock Terbaik pada ""SPACE SHOWER Music Video Awards 2008"".",Indonesian
Banyak menggunakan bentuk lengkung dan juga pencahayaannya yang alami.,Indonesian
"D�nitz meminta warga Jerman untuk meratapi kematian F�hrer mereka, yang menurutnya telah gugur sebagai pahlawan yang membela ibu kota Reich.",Indonesian
Pekuncen juga sebagai sentral industri rumah tangganya ( Home Industri ).,Indonesian
Pelayaran kedua (1598�1599) menghasilkan keuntungan bagi Belanda hingga 400%.,Indonesian
"Kapal mereka merapat di pantai persis sesudah bendera dikibarkan, dan para petinggi militer menjadi begitu gembira.",Indonesian
"Saat ini, saham Lazio terdistribusi 61.312% saham yang dipegang Claudio Lotito dan pemegang saham lain memegang 38.688% saham.",Indonesian
Banyak orang Yunani yang diajak oleh pemerintahan Ptolemaik untuk bermigrasi ke Mesir.,Indonesian
"Penjara, bui, atau lembaga pemasyarakatan adalah fasilitas negara yang mana merupakan tempat seseorang untuk ditahan secara paksa dan lepas dari kebebasan apapun di bawah otoritas negara.",Indonesian
Vektor yang diwakili oleh matriks 2-kali-2 sesuai dengan sisi persegi satuan yang diubah menjadi jajaran genjang.,Indonesian
Persatusan Patriot Kurdistan merupakan gerakan separatis yang berada di daerah kurdistan.,Indonesian
"Ketika sedang berwisata, dia didatangi oleh orochimaru untuk kembali menghidupkan Nawaki dan Dan Kato.",Indonesian
"Penggunaan perangkat teknologi yang tidak terkendali dapat berpengaruh kepada perkembangan, sosial, mental, dan fisik serta berujung pada gejala yang mirip dengan sindrom ketergantungan psikologis atau kecanduan perilaku.",Indonesian
"Konsep Waktu Mekkah disebut sebagai ""contoh sains kultus kargo terbaik"" oleh PZ Myers saat menanggapi berita pembangunan jam Mekkah.",Indonesian
"Hasilnya, algoritme Twofish dibebaskan kepada siapa pun untuk dipakai tanpa batasan tertentu.",Indonesian
"Filosofi hidupnya adalah ""padi, ternak, dan karet"".",Indonesian
"Dalam beberapa tahun terakhir, beberapa orang Tao menolak nama itu, meski lainnya tidak mempermasalahkan.",Indonesian
"Ahli bahasa Franz Rosenthal juga menyanggah hasil terjemahan Dupont-Sommer, dan beranggapan bahwa ""Trmd"" mengacu kepada sebidang lahan yasan bernama ""Trmn"".",Indonesian
Film ini memperoleh 8.768 penonton pada tiga hari penanyangannya.,Indonesian
"Guna memasuki pasar kredit subprimer yang semakin besar, maka kreditur subprima mengambil suatu risiko dengan memberikan pinjaman kepada orang-orang dengan peringkat kredit yang rendah ini.",Indonesian
Jennings membawakan sendiri mini seri sepanjang 12 jam yang proyeknya sudah dimulai sejak tahun 1990.,Indonesian
Aktivitas air adalah ukuran derajat keterikatan air.,Indonesian
"Karier keaktorannya dimulai ketika terlibat dalam epidode The Great Detective tahun 1979, dan debut pergilamnya dimulai 1983 dalam film Running Brave.",Indonesian
Dia sangat membenci yang namanya harapan dan juga impian.,Indonesian
"Setidaknya dalam urusan militer, kewenangan memerintah (",Indonesian
"Selain dioramanya yang terkenal dan bangunan Rose Center for Earth and Space yang ada di dekatnya, Lab ini juga menampilkan pameran dan perangkat lunak internasional seperti Digital Universe Atlas yang revolusioner.",Indonesian
"Seperti juga keturunan bangsawan yang turun temurun, Baronet pada umumnya tidak lagi diberikan setelah Partai Buruh berkuasa pada tahun 1964.",Indonesian
"Karena, Coco Voice dibuat dengan kemampuan teknologi smartphone perangkat suara, teks, dan gambar yang dapat dibagikan ke antarmuka individu lain untuk membantu terhubung dan berbagi dengan orang yang pengguna inginkan untuk berkomunikasi.",Indonesian
"Namun para sejarawan menganggap bahwa Bezprym sebenarnya ada, dan bahwa para penulis kronik telah salah menggabungkan Otto dan Bezprym ke dalam satu orang.",Indonesian
"Beberapa dari 30 cincin J1407b lebih padat, menghalangi lebih banyak cahaya, dan beberapa di antaranya kurang padat, membiarkan lebih banyak cahaya masuk.",Indonesian
Tubuh gorila jantan hampir dua kali besarnya dibandingkan gorila betina.,Indonesian
"Di waktu yang sama, sebagian besar prajurit di dalam setiap operasi melakukan berbagai aktivitas CIMIC dalam aktivitas keseharian mereka.",Indonesian
Ia adalah Kuba Amerika.,Indonesian
Mereka berhasil mengalahkan pasukan Kubarsi dan menangkap raja Maliyatkustur.,Indonesian
"Per data sensus Jepang, populasi Uchinada telah berkembang pesat selama 40 tahun terakhir.",Indonesian
Redistribusi merupakan istilah lainnya yang berkaitan dengan pertukaran namun memiliki makna yang berbeda dengan resiprositas.,Indonesian
Bantalan bola menggunakan bola untuk membawa beban yang diterapkan.,Indonesian
Dolby Digital soundtrack film optik yang dicatat pada cetak rilis 35 mm menggunakan blok data yang berurutan ditempatkan di antara setiap lubang perforasi di sisi sound track film.,Indonesian
"Setelah mengalami mimpi buruk, Yunus terbangun dan menemukan kapal itu dilanda badai hebat.",Indonesian
"Kemudian pada tahun 1969, rangkaian purwarupa kedua dengan traksi GTO-Chopper dibuat dengan formasi 6 kereta sebagai berikut.",Indonesian
Australia dan Indonesia adalah satu-satunya negara di dunia yang mengakui Timor Timur sebagai provinsi Indonesia.,Indonesian
Civezzano memiliki luas sebesar 15.5 km�.,Indonesian
Gardner kemudian ditangkap tiga minggu setelahnya di rumah sepupunya.,Indonesian
"Mariah disebut sebagai """,Indonesian
"Tuduhan ini sangat wajar pada masa itu karena, pembangunan tembok kota sangat identik dengan pembangunan kubu pertahanan.",Indonesian
Kapolda Aceh di era transisi reformasi (1997-1999) yang terakhir menjabat ialah Brigjen Pol Djuharnus Wiradinata.,Indonesian
Belatung tersebut dapat melompat setinggi enam inci dan mengenai bola mata bila tidak dilindungi.,Indonesian
Ia ditangkap dan ditawan sampai Gereja campur tangan untuk membebaskannya pada tanggal 1 Mei 1097 This date was placed by Jan D?ugosz in his Chronicles.,Indonesian
"Faktanya, oksigen (unsur paling ringan dalam Golongan 16) adalah nonlogam paling reaktif setelah fluorin, meskipun oksigen tidak termasuk halogen, karena kelopak valensi halogen berada pada bilangan kuantum utama yang lebih tinggi.",Indonesian
"Kelurahan ini berbatasan dengan kelurahan Kramat di sebelah utara, Kelurahan Kenari di sebelah barat, kelurahan Johar Baru & Rawasari di sebelah timur dan kelurahan pal Meriam di sebelah selatan.",Indonesian
Ia adalah ayah dari Olle dan Fredrik Myrberg.,Indonesian
Yantra berfungsi sebagai pewahyu lambang kebenaran semesta.,Indonesian
"Mubarak menguasai tahta dengan membunuh saudaranya, Muhammad bin Sabah.",Indonesian
"Di apartemennya, Woody menemukan masa lalunya dilupakan dan warisan sebagai bintang pertunjukan koboi anak-anak tahun 1950-an ""Woody's Roundup"", tetapi belajar bahwa ia akan dikirim ke Jepang untuk ditampilkan dalam museum mainan.",Indonesian
Lampu pertama kali ditemukan oleh Sir Joseph William Swan.,Indonesian
"Setelah tiga tahun, rekor Braddock adalah 44-2-2 dengan 21 KO.",Indonesian
Pada waktu pembentukan United Reformed Church pada tahun 1972 namanya berganti lagi menjadi Council for World Mission (Congregational and Reformed).,Indonesian
"Kubah masih ada, dan sekarang fitur eksterior kunci dari O2.",Indonesian
